text,title
BC Welfare Association national president R. Krishnaiah demanded immediate filling up of 2.5 lakh vacant jobs in the state.,Vacant jobs should be filled immediately: BC Welfare Association
Three people were killed in a road accident in Penugonda mandal of Anantapur district this morning when a car coming from Bangalore to Anantapur was hit by a lorry coming from the opposite direction.,Three killed in road accident in Anantapur district
"With the Karnataka assembly elections approaching, the state government is likely to give a bumper bonus to its employees. The salary hike for government employees is expected to be 24 to 30 per cent next month. Government officials said the Siddaramaiah-led Congress government will give a pay hike of 24 to 30 per cent in this budget to the state's 6.2లక employees and pensioners.",State government bumper bonanza for employees
"In Chittoor, the corona-infected wife and husband died of a heart attack on the way to the hospital. Going into details, the corona-infected old man died on the way from the Bada Thippa Samudram Mandal Center to Madanapalle COVID Hospital in a 108 vehicle. The wife (65) of the victim in the same 108 vehicle also died of a heart attack on hearing the news of her husband's death. Both the dead bodies were taken to their native village. The wife's husband tested positive for corona and got an ambulance to take him to the hospital. The wife first went and sat in the ambulance, but he did not like it. The relatives tried to force him to sit in the ambulance. He suffered a heart attack and died in the ambulance.",The tragic incident took place in Chittoor.
"RTC bus services have started in AP. RTC has given priority to cashless operations without conductors. More than 1,700 buses are being run on 436 routes across the state and passengers are being allowed in limited seats. RTC has started only non-AC services.",AC buses hit the road in AP.
"Noted Bengali actress and MP Mimi Chakraborty was molested. On Monday evening, she was going from Gariyahat in Kolkata to Baliganj in her car when her car came to a halt at a traffic signal. Meanwhile, a taxi driver came to Mimi Chakraborty and strangled her. Shocked, Mimi Chakraborty immediately got down from the car and tried to catch the taxi driver. However, he ran away. She lodged a complaint at Gariyahat police station on the basis of the taxi number. Police arrested the accused on the basis of CCTV footage and booked him under the Prevention of Sexual Harassment Act. Mimi Chakraborty is a TMC MP from Jadavpur constituency. She also has a good following as an actress.",The actress was molested on the road.
"If we want to make a film with Mahesh as a solo producer after 'Seethammavakitlo Sirimalle Chettu'... 'Maharshi' then if PVP and Ashwini Dattulu are obstructed, then Anil Sunkara has stopped the time of 'Sarilelu Neekevvaru'.",Dil Raju is turning solo producer!
Senior Congress leader Mallu Bhatti Vikramarka criticised the TRS for not allowing a peaceful rally.,Bhatti Vikramarka criticises TRS
"In Tripura's capital Agartala, a 32-year-old woman was abducted, gang-raped and then thrown on the road. Six of the nine accused responsible for the incident were arrested by Tripura Police on Thursday.",Young woman gang-raped for riding alone in auto
"In the first phase of the general elections held yesterday, 15 incidents of EVM tampering were reported across the country, out of which 6 were in AP itself. More than 300 EVMs were tampered with. There were several incidents of violence. The Central Election Commission will decide today where to conduct the repolling based on the reports given by the presiding officers of the incidents and the polling stations where polling was stopped. Deputy Election Commissioner Umesh Sinha said that the EC will examine all the reports received by the observers this morning and decide on the repolling. One person was killed in the violence. In AP, 0.98 per cent of the ballot units, 1.04 per cent of the control units and 1.6 per cent of the VVPATs have been changed. He said that a report will be given to the Central EC on the need for repolling by this afternoon.",The CEC will decide how many seats will go to the polls today!
Megastar Chiranjeevi's son-in-law Kalyan Dev donated his organs on the occasion of birthday celebrations.,Megastar's son-in-law gets ready for organ donation
"Chandrakala (18), daughter of Krishnam Raju and Reddamma of TVNR Puram, Narasimhapuram Panchayat, Palasamudram Mandal, Chittoor district, recently got married.",Young woman dies of dengue fever
"Devotees continue to throng Tirumala at 6 am on the occasion of Brahmotsavams on Monday. Devotees queue up outside all the compartments for darshan of Srivari. Srivari Sarva Darshan is taking 24 hours. Special entry (Rs.300) darshan takes 4 hours while foot and time slot Sarva Darshan has been cancelled till 14th of this month. Yesterday on 6th October, 85,130 devotees had the good fortune of Srivari. Yesterday, the cash gifts presented to the Swami by the devotees in the Hundi were Rs.2.93 crores.",Today's Tirumala Information
"In an interview, producer Ram Charan said that the collections of Sye Raa were low as both the films were released on the same day.","That's why Saira is gone, says Charan!"
"An international Google campus office will soon be set up in Hyderabad, employing 13,000 people. A new Google campus is coming up in Hyderabad, which will bring more brand image to the city than the existing companies of Amazon, Microsoft, Google, Facebook, and Apple. This will be another milestone for the state of Telangana. The Telangana state environment department has given the green signal for its construction. Google will soon be ready for the construction of the campus. The government has given permission to build a single block with 22 floors in Nankranguda financial district. It will be built with 1000 crores. Three basements (two for parking) and ground floor. The building will be fully solarized. It has been decided that the entire office will require 300 kW of electricity. Out of which 4 offices will be set up. Hyderabad, Bangalore, Mumbai, Gurgaon branches will be operated from here. Now the world's largest Google campus is in the US. This is the second largest Google campus in Asia. Google has already completed the work in Hyderabad with 7 thousand employees.",Google to set up its largest campus in Hyderabad
